Sample in Buffer,Sample in Window,TRIGGER,i_tdc/i_tdc_core/encoder/position_out[6:0],i_tdc/i_tdc_core/selected_sample[95:0],i_tdc/i_tdc_core/tdc_state_delayed[3:0],i_tdc/i_tdc_core/tdc_state[3:0],i_tdc/i_tdc_core/fine_time_delayed[1:0],i_tdc/i_tdc_core/input_mux_addr[1:0],i_tdc/i_tdc_core/hit_status[1:0],i_tdc/i_tdc_core/fine_time[1:0],i_tdc/i_tdc_core/corse_time_delayed[15:0],i_tdc/sig_in_IBUF,i_tdc/i_tdc_core/tdl_input,i_tdc/i_tdc_core/trig_in_IBUF
340,340,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
341,341,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
342,342,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
343,343,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
344,344,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
345,345,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
346,346,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
347,347,0,00,000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,1,0,0000,0,1,0
348,348,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,9,1,3,0,1,0000,0,1,0
349,349,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
350,350,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
351,351,0,44,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,9,8,0,3,0,1,0000,0,1,0
352,352,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
353,353,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
354,354,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
355,355,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
356,356,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
357,357,0,0c,111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
358,358,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
359,359,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
360,360,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
361,361,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
362,362,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
363,363,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
364,364,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
365,365,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
366,366,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
367,367,0,00,000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111,8,8,1,3,1,1,0000,0,1,0
368,368,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,9,1,3,0,1,0000,0,1,0
369,369,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
370,370,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
371,371,0,1c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,9,8,1,3,0,1,0000,0,1,0
372,372,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
373,373,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
374,374,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
375,375,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
376,376,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
377,377,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
378,378,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
379,379,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
380,380,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
381,381,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
382,382,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
383,383,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
384,384,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
385,385,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
386,386,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
387,387,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
388,388,0,00,000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,1,0,0000,0,1,0
389,389,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,9,1,3,0,1,0000,0,1,0
390,390,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
391,391,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
392,392,0,4d,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,9,8,0,3,0,1,0000,0,1,0
393,393,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
394,394,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
395,395,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
396,396,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
397,397,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
398,398,0,0c,111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
399,399,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
400,400,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
401,401,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
402,402,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
403,403,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
404,404,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
405,405,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
406,406,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
407,407,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
408,408,0,00,000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111,8,8,1,3,1,1,0000,0,1,0
409,409,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,9,1,3,0,1,0000,0,1,0
410,410,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
411,411,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
412,412,0,25,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,9,8,1,3,0,1,0000,0,1,0
413,413,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
414,414,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
415,415,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
416,416,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
417,417,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
418,418,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
419,419,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
420,420,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
421,421,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
422,422,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
423,423,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
424,424,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
425,425,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
426,426,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
427,427,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
428,428,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
429,429,0,00,000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,1,0,0000,0,1,0
430,430,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,9,1,3,0,1,0000,0,1,0
431,431,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
432,432,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
433,433,0,56,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,9,8,0,3,0,1,0000,0,1,0
434,434,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
435,435,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
436,436,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
437,437,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
438,438,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
439,439,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
440,440,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
441,441,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
442,442,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
443,443,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
444,444,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
445,445,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
446,446,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
447,447,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
448,448,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
449,449,0,00,000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111,8,8,1,3,1,1,0000,0,1,0
450,450,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,9,1,3,0,1,0000,0,1,0
451,451,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
452,452,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
453,453,0,32,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,9,8,1,3,0,1,0000,0,1,0
454,454,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
455,455,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
456,456,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
457,457,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
458,458,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
459,459,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
460,460,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
461,461,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
462,462,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
463,463,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
464,464,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
465,465,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
466,466,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
467,467,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
468,468,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
469,469,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111,8,8,1,3,1,2,0000,0,1,0
470,470,0,00,011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,9,1,3,0,0,0000,0,1,0
471,471,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
472,472,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
473,473,0,0a,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,9,8,2,3,0,1,0000,0,1,0
474,474,0,5f,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,0,3,0,1,0000,0,1,0
475,475,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
476,476,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
477,477,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
478,478,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
479,479,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
480,480,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
481,481,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
482,482,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
483,483,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
484,484,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
485,485,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
486,486,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
487,487,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
488,488,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
489,489,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
490,490,0,00,000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111,8,8,1,3,1,1,0000,0,1,0
491,491,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,9,1,3,0,1,0000,0,1,0
492,492,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
493,493,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
494,494,0,3d,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,9,8,1,3,0,1,0000,0,1,0
495,495,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
496,496,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
497,497,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,1,0
498,498,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
499,499,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
500,500,0,0c,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,8,1,3,0,1,0000,0,0,0
501,501,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
502,502,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
503,503,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
504,504,0,0c,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
505,505,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
506,506,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
507,507,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
508,508,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,0,0
509,509,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,8,1,3,0,1,0000,0,1,0
510,510,0,00,000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111,8,8,1,3,1,2,0000,0,1,0
511,511,0,00,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,8,9,1,3,0,1,0000,0,1,0
